d,30.195203,-69.655012,1546026241.0
d,30.1952,-69.655009,1546040641.0
d,30.195202,-69.655013,1546055041.0
d,30.195197,-69.655006,1546083841.0
d,30.195204,-69.655014,1546098241.0
d,30.195197,-69.655009,1546112641.0
d,30.1952,-69.655006,1546127041.0
d,30.195195,-69.655012,1546155841.0
d,30.195195,-69.655005,1546170241.0
d,30.195195,-69.655008,1546184641.0
d,30.195203,-69.655011,1546199041.0
d,30.195196,-69.655006,1546227841.0
d,30.195195,-69.655009,1546242241.0
d,30.195196,-69.655004,1546256641.0
d,30.195194,-69.655007,1546271041.0
d,30.195199,-69.655008,1546299841.0
d,30.195203,-69.655011,1546314241.0
d,30.195196,-69.65501,1546328641.0
d,30.195197,-69.65501,1546343041.0
d,30.195201,-69.655007,1546371841.0
d,30.195194,-69.655005,1546386241.0
d,30.195196,-69.65501,1546400641.0
d,30.195199,-69.655005,1546415041.0
d,30.195198,-69.655004,1546443841.0
d,30.195195,-69.655012,1546458241.0
d,30.195199,-69.655007,1546472641.0
d,30.195194,-69.655005,1546487041.0
d,30.195199,-69.655015,1546515841.0
d,30.195199,-69.65501,1546530241.0
d,30.195205,-69.655012,1546544641.0
d,30.195203,-69.65501,1546559041.0
d,30.195205,-69.655007,1546587841.0
d,30.1952,-69.655011,1546602241.0
d,30.195197,-69.655006,1546616641.0
d,30.195202,-69.655007,1546631041.0
d,30.195196,-69.655008,1546659841.0
d,30.195201,-69.65501,1546674241.0
d,30.195197,-69.655015,1546688641.0
d,30.195198,-69.65501,1546703041.0
d,30.195201,-69.655008,1546731841.0
d,30.195202,-69.655008,1546746241.0
d,30.195202,-69.65501,1546760641.0
d,30.195201,-69.655011,1546775041.0
d,30.195199,-69.655014,1546803841.0
d,30.195198,-69.655012,1546818241.0
d,30.195195,-69.655006,1546832641.0
d,30.195202,-69.655007,1546847041.0
d,30.195203,-69.65501,1546875841.0
d,30.195202,-69.655005,1546890241.0
d,30.195204,-69.655008,1546904641.0
d,30.195202,-69.655012,1546919041.0
d,30.195194,-69.655006,1546947841.0
d,30.195194,-69.655013,1546962241.0
d,30.195203,-69.65501,1546976641.0
d,30.195204,-69.655014,1546991041.0
d,30.195201,-69.655007,1547019841.0
d,30.195204,-69.655008,1547034241.0
d,30.195202,-69.65501,1547048641.0
d,30.195197,-69.655009,1547063041.0
d,30.195198,-69.655007,1547091841.0
d,30.195197,-69.655008,1547106241.0
d,30.195197,-69.655014,1547120641.0
d,30.195197,-69.655005,1547135041.0
d,30.195204,-69.655007,1547163841.0
d,30.195196,-69.655014,1547178241.0
d,30.195201,-69.655005,1547192641.0
d,30.195199,-69.655008,1547207041.0
d,30.195198,-69.655005,1547235841.0
d,30.195196,-69.655013,1547250241.0
d,30.195203,-69.65501,1547264641.0
d,30.195198,-69.655009,1547279041.0
d,30.195203,-69.655007,1547307841.0
d,30.195197,-69.655013,1547322241.0
d,30.195201,-69.65501,1547336641.0
d,30.195197,-69.655012,1547351041.0
d,30.195198,-69.655004,1547379841.0
d,30.195203,-69.655009,1547394241.0
d,30.195194,-69.655015,1547408641.0
d,30.195198,-69.655009,1547423041.0
d,30.195196,-69.65501,1547451841.0
d,26.52767,-95.916405,1545866273.0
d,44.403027,-79.136081,1545965246.0
d,49.998436,-119.494376,1546863920.0
d,33.79221,-112.913368,1545760576.0
d,32.195194,-67.655013,1545998071.0
d,31.195203,-68.655014,1546849218.0
