p, 33.823693, -115.210932, 1722.181, 37.97, 1546593093.0, 13.0, s
q, 32.784863, -98.886135, 4047.5820000000003, 7.38, 1546307468.0, 695.0, s
s, 43.320209999999996, -81.553502, 6433.703, 43.72, 1545348452.0, 413.0, s
o, 25.869797, -71.317809, 1546.0810000000001, 20.61, 1545778310.0, 782.0, s
q, 36.130722999999996, -80.835401, 1165.581, 12.75, 1545395332.0, 613.0, s
j, 37.407479, -78.54158600000001, 4163.057, 36.839999999999996, 1546039236.0, 913.0, s
b, 28.383664, -103.481865, 3758.101, 26.67, 1545552070.0, 72.0, s
j, 30.64261, -112.111831, 3449.401, 31.37, 1546628602.0, 868.0, s
a, 36.375508, -101.95313499999999, 5085.789, 6.48, 1546685827.0, 34.0, s
c, 26.28162, -97.948299, 2199.715, 31.28, 1545956874.0, 909.0, s
g, 42.035903000000005, -119.394523, 2275.6710000000003, 30.87, 1545666602.0, 496.0, s
b, 31.619898, -114.565131, 6662.9929999999995, 35.129999999999995, 1546676311.0, 629.0, s
z, 28.196476, -97.021082, 2310.471, 12.13, 1545406534.0, 13.0, s
p, 45.037392000000004, -86.736385, 5907.829000000001, 25.05, 1545713002.0, 326.0, s
f, 30.225831000000003, -87.623033, 4924.000999999999, 36.32, 1546450842.0, 396.0, s
z, 33.727115, -100.502548, 4935.053, 5.39, 1546188258.0, 500.0, s
q, 29.602212, -114.207099, 2452.526, 34.84, 1545683510.0, 439.0, s
i, 34.418344, -82.463993, 6422.0869999999995, 13.78, 1546167497.0, 1029.0, s
f, 33.867312, -105.718191, 828.079, 9.92, 1546536997.0, 63.0, s
e, 32.558462999999996, -102.117877, 6172.255, 17.82, 1546816451.0, 481.0, s
g, 49.361778, -105.997113, 3814.456, 42.279999999999994, 1545716224.0, 609.0, s
c, 49.876945, -116.903612, 3617.1240000000003, 37.42, 1546177175.0, 994.0, s
t, 27.80689, -84.410928, 3357.616, 11.27, 1545423768.0, 193.0, s
f, 37.951496999999996, -113.963775, 936.356, 44.65, 1545340973.0, 1005.0, s
x, 44.238558, -96.103228, 3772.401, 28.95, 1545310456.0, 48.0, s
v, 27.531268, -93.33903699999999, 3491.27, 33.83, 1545540117.0, 590.0, s
r, 31.776237, -83.496422, 1059.171, 40.940000000000005, 1546659396.0, 871.0, s
t, 35.227302, -104.166657, 4824.089, 22.62, 1545775889.0, 73.0, s
n, 40.271594, -74.188815, 6693.323, 14.629999999999999, 1545595425.0, 256.0, s
e, 44.463453, -83.628194, 943.154, 5.970000000000001, 1546555140.0, 492.0, s
a, 42.042977, -123.293642, 6039.601, 44.77, 1545355214.0, 89.0, s
c, 46.871764999999996, -94.733876, 451.782, 29.94, 1545507673.0, 676.0, s
p, 31.763818999999998, -68.69729099999999, 4017.739, 17.919999999999998, 1545345944.0, 194.0, s
d, 35.280263, -74.77074999999999, 3668.931, 33.22, 1546316757.0, 451.0, s
k, 48.279144, -82.708704, 4107.755999999999, 27.82, 1546692732.0, 486.0, s
i, 32.95928, -105.635821, 4202.496, 20.94, 1545890313.0, 157.0, s
t, 31.014555, -82.536888, 3479.224, 31.72, 1545911644.0, 67.0, s
z, 48.25122, -83.305997, 993.108, 41.59, 1545792747.0, 867.0, s
k, 26.521499000000002, -114.793514, 5941.458, 17.73, 1545478994.0, 172.0, s
n, 44.311223999999996, -80.242884, 4649.41, 39.559999999999995, 1546487360.0, 895.0, s
m, 44.989012, -108.056433, 1516.307, 31.07, 1545499373.0, 762.0, s
s, 49.121641000000004, -109.11581199999999, 3958.212, 37.21, 1546040029.0, 483.0, s
i, 42.188299, -116.735961, 4267.169, 39.27, 1546723774.0, 39.0, s
g, 46.659951, -84.27952900000001, 237.537, 14.49, 1546464676.0, 504.0, s
t, 27.972994, -71.254607, 5704.002, 17.6, 1546119458.0, 743.0, s
m, 37.430232000000004, -110.584214, 2217.584, 12.08, 1545796554.0, 546.0, s
y, 32.961225, -90.955944, 2402.774, 20.1, 1546662307.0, 400.0, s
v, 41.187487999999995, -75.840254, 5846.621, 16.57, 1545697222.0, 867.0, s
r, 34.422483, -99.941459, 2975.577, 9.17, 1546617333.0, 28.0, s
b, 46.877235, -76.769767, 2103.397, 21.93, 1545316581.0, 502.0, s
t, 27.997484, -117.85361499999999, 4468.423000000001, 44.4, 1546076401.0, 320.0, s
f, 42.430226999999995, -119.929108, 4077.8880000000004, 26.15, 1546450670.0, 613.0, s
r, 49.949956, -103.260312, 5070.327, 14.620000000000001, 1546515102.0, 1022.0, s
e, 35.898701, -69.196252, 3017.755, 35.36, 1546898339.0, 912.0, s
s, 49.550438, -112.300613, 2538.477, 33.64, 1546081099.0, 71.0, s
v, 46.609296, -108.88404799999999, 5933.224, 44.550000000000004, 1546443374.0, 345.0, s
n, 27.390169, -120.51817000000001, 1805.3400000000001, 8.25, 1546200148.0, 331.0, s
h, 38.298453, -111.71013599999999, 1007.2760000000001, 37.41, 1546809665.0, 377.0, s
l, 42.288081, -119.813333, 1525.9789999999998, 17.8, 1545317809.0, 752.0, s
e, 33.73051, -96.231384, 513.073, 10.95, 1546263731.0, 549.0, s
r, 26.603756, -88.295133, 6688.399, 35.08, 1546146721.0, 13.0, s
r, 38.053748000000006, -107.845401, 2668.685, 17.54, 1545583732.0, 762.0, s
m, 45.825572, -84.505392, 1232.47, 11.59, 1545436659.0, 908.0, s
j, 38.594166, -71.590378, 6028.01, 21.83, 1546225503.0, 545.0, s
e, 45.185001, -82.550635, 3620.2340000000004, 42.440000000000005, 1546687172.0, 241.0, s
q, 30.373575, -71.08807599999999, 3208.252, 38.18, 1545828437.0, 749.0, s
r, 44.26292, -71.335621, 6542.416, 16.54, 1545630707.0, 41.0, s
h, 28.473070999999997, -96.318013, 5201.791, 19.78, 1546425213.0, 91.0, s
v, 35.7429, -98.650563, 1225.9279999999999, 18.18, 1545377436.0, 296.0, s
o, 33.965976999999995, -108.86893099999999, 5325.592, 14.03, 1546877405.0, 82.0, s
j, 30.985344, -91.485198, 4634.379, 13.19, 1545702934.0, 387.0, s
t, 26.813285, -93.088961, 5699.2970000000005, 6.25, 1546839061.0, 107.0, s
j, 36.478374, -78.94862, 4809.946, 22.09, 1546897452.0, 28.0, s
a, 45.709638, -88.732367, 1987.4450000000002, 17.55, 1546135429.0, 998.0, s
c, 28.182384000000003, -81.7047, 1121.393, 8.549999999999999, 1546547780.0, 654.0, s
s, 49.396330000000006, -73.233875, 3663.73, 26.67, 1546706977.0, 736.0, s
j, 41.414642, -96.197688, 229.51600000000002, 8.98, 1546268202.0, 947.0, s
r, 48.260305, -80.20887300000001, 6664.163, 19.01, 1546307740.0, 525.0, s
c, 28.901262, -86.235249, 1073.126, 31.53, 1546456922.0, 51.0, s
z, 26.697938, -96.79216, 1719.777, 7.12, 1545560187.0, 588.0, s
q, 25.964468, -98.596687, 1309.63, 10.350000000000001, 1545322741.0, 425.0, s
t, 42.332826, -105.53786299999999, 6396.097, 20.44, 1545751801.0, 79.0, s
x, 41.378042, -100.10627, 303.70300000000003, 14.120000000000001, 1545978392.0, 567.0, s
d, 40.970572, -74.85177800000001, 526.521, 45.4, 1545804070.0, 960.0, s
a, 29.606117, -110.115641, 4457.541, 21.16, 1545385767.0, 77.0, s
y, 41.755147, -77.87831, 5560.771, 25.18, 1545853827.0, 160.0, s
j, 47.791852000000006, -89.053436, 1548.765, 29.580000000000002, 1546722915.0, 215.0, s
j, 35.814823000000004, -77.26832900000001, 2617.415, 41.89, 1545362844.0, 601.0, s
w, 40.562981, -68.24257700000001, 2444.17, 35.309999999999995, 1546456730.0, 97.0, s
i, 47.296395, -119.304244, 4586.908, 44.660000000000004, 1546153225.0, 147.0, s
m, 32.187067, -77.202727, 6314.794, 33.98, 1545500174.0, 96.0, s
k, 38.02815, -73.53607000000001, 767.8879999999999, 32.44, 1546889724.0, 716.0, s
o, 27.180367999999998, -96.304921, 2680.882, 21.39, 1546374905.0, 85.0, s
p, 33.281713, -107.958477, 2801.107, 13.46, 1545349728.0, 462.0, s
j, 38.902253, -116.07590300000001, 5659.294, 21.56, 1546911596.0, 423.0, s
k, 47.127559000000005, -98.992243, 2.4829999999999997, 42.44, 1546365977.0, 695.0, s
q, 29.533876, -91.890259, 4106.997, 28.27, 1545888617.0, 80.0, s
k, 37.015731, -116.743134, 1286.796, 14.39, 1545853260.0, 309.0, s
m, 44.654522, -98.88943599999999, 6429.014, 16.52, 1545812585.0, 76.0, s
v, 33.657731, -77.235662, 3661.668, 33.33, 1545816254.0, 528.0, s
h, 35.826049000000005, -82.603509, 1169.123, 37.980000000000004, 1545790537.0, 506.0, s
p, 29.924198999999998, -70.821667, 4142.501, 36.22, 1546867351.0, 305.0, s
